current_node_id,target_node_id,current_j_real,current_j_imag,target_j_real,target_j_imag,euclidean_j_distance,current_num_neighbors,target_num_neighbors,candidate_isogeny_degree,candidate_isogeny_cost,shortest_path_length,best_next_action
358,561,0.4912134588156908,0.9345381860581328,0.8057799616890148,0.4023486299658532,0.6182053124518185,3,3,2,1.00000000000000,8,355
355,561,0.691180144915466,0.8212709252935787,0.8057799616890148,0.4023486299658532,0.4343144109135466,3,3,2,1.00000000000000,7,607
607,561,0.6928458399267095,0.151994669775964,0.8057799616890148,0.4023486299658532,0.2746474489977721,3,3,2,1.00000000000000,6,791
791,561,0.5477638044474057,0.0499708503373032,0.8057799616890148,0.4023486299658532,0.43674069763839696,3,3,2,1.00000000000000,5,539
539,561,0.6038144415757475,0.9332889147997002,0.8057799616890148,0.4023486299658532,0.5680560336569529,3,3,2,1.00000000000000,4,305
305,561,0.974348296826851,0.5377696343799451,0.8057799616890148,0.4023486299658532,0.21622703819750053,3,3,2,1.00000000000000,3,538
538,561,0.7982843341384193,0.0822020488048638,0.8057799616890148,0.4023486299658532,0.32023431712020994,3,3,2,1.00000000000000,2,790
790,561,0.272507703839427,0.578412592654285,0.8057799616890148,0.4023486299658532,0.5615850959111635,3,3,2,1.00000000000000,1,561
717,213,0.1434996252186224,0.7930373948530024,0.4862163737819605,0.5956525360206546,0.3954940609441464,3,3,2,1.00000000000000,8,904
904,213,0.4105105355209461,0.1654867993670359,0.4862163737819605,0.5956525360206546,0.4367767564071528,3,3,2,1.00000000000000,7,981
981,213,0.1684017656367119,0.2504372449404514,0.4862163737819605,0.5956525360206546,0.4692331215356684,3,3,2,1.00000000000000,6,961
961,213,0.3368035312734238,0.2257016740234863,0.4862163737819605,0.5956525360206546,0.3989835056727642,3,3,2,1.00000000000000,5,847
847,213,0.4534854668110269,0.9917548096943448,0.4862163737819605,0.5956525360206546,0.39745229082319666,3,3,2,1.00000000000000,4,850
850,213,0.4534854668110269,0.008245190305655,0.4862163737819605,0.5956525360206546,0.58831853792914,3,3,2,1.00000000000000,3,621
621,213,0.3275589239610227,0.7552261180977763,0.4862163737819605,0.5956525360206546,0.22502425309421045,3,3,2,1.00000000000000,2,390
390,213,0.6466228033647039,0.2406929291246772,0.4862163737819605,0.5956525360206546,0.38952091751179474,3,3,2,1.00000000000000,1,213
306,483,0.1384192554343299,0.1883901057716332,0.8363454651453319,0.8489214624802198,0.9609384305962853,3,3,2,1.00000000000000,9,458
458,483,0.6690264012659282,0.8690763721162655,0.8363454651453319,0.8489214624802198,0.16852860148923435,3,3,2,1.00000000000000,8,251
251,483,0.1760639626884317,0.0,0.8363454651453319,0.8489214624802198,1.075471669522864,3,3,2,1.00000000000000,7,134
134,483,0.3701174314982927,0.0,0.8363454651453319,0.8489214624802198,0.9685227043378695,3,3,2,1.00000000000000,6,70
70,483,0.730407262430249,0.0,0.8363454651453319,0.8489214624802198,0.855506021167623,3,3,2,1.00000000000000,5,135
135,483,0.6686932622636795,0.0,0.8363454651453319,0.8489214624802198,0.8653178090104386,3,3,2,1.00000000000000,4,254
254,483,0.842175397684684,0.5206129757641376,0.8363454651453319,0.8489214624802198,0.32836024510165257,3,3,2,1.00000000000000,3,463
463,483,0.5736653618722412,0.4881319230448905,0.8363454651453319,0.8489214624802198,0.4462845823255815,3,3,2,1.00000000000000,2,722
722,483,0.4190055800782876,0.4369118014491546,0.8363454651453319,0.8489214624802198,0.5864507996846002,3,3,2,1.00000000000000,1,483
812,669,0.7295744149246273,0.2953277254934621,0.0554676438744065,0.3492962438577496,0.6762636614148295,3,3,2,1.00000000000000,9,692
692,669,0.3063213125676688,0.641292579328725,0.0554676438744065,0.3492962438577496,0.3849537933640184,3,3,2,1.00000000000000,8,431
431,669,0.1029399516948446,0.0355625884900474,0.0554676438744065,0.3492962438577496,0.3173049424767578,3,3,2,1.00000000000000,7,693
693,669,0.1613225618389273,0.0066627800449737,0.0554676438744065,0.3492962438577496,0.35861254046898056,3,3,2,1.00000000000000,6,560
560,669,0.5758307653868576,0.4165903223119847,0.0554676438744065,0.3492962438577496,0.5246963609795543,3,3,2,1.00000000000000,5,322
322,669,0.518863996002332,0.0954443241442491,0.0554676438744065,0.3492962438577496,0.5283720056056129,3,3,2,1.00000000000000,4,172
172,669,0.1843924377446489,0.3961855584242525,0.0554676438744065,0.3492962438577496,0.1371867715743794,3,3,2,1.00000000000000,3,323
323,669,0.6113933538769052,0.0708753227284084,0.0554676438744065,0.3492962438577496,0.6217488273927769,3,3,2,1.00000000000000,2,562
562,669,0.3290580494711418,0.4396601982177063,0.0554676438744065,0.3492962438577496,0.28812732303992705,3,3,2,1.00000000000000,1,669
933,927,0.3115682518530857,0.6656950112434413,0.6849337886233031,0.0,0.763250726853318,3,3,2,1.00000000000000,7,778
778,927,0.970433913550429,0.1857249937536437,0.6849337886233031,0.0,0.3405937384013327,3,3,2,1.00000000000000,6,769
769,927,0.962188723244774,0.5989839260431415,0.6849337886233031,0.0,0.6600394249058247,3,3,2,1.00000000000000,5,515
515,927,0.6065628383442991,0.5133672024652286,0.6849337886233031,0.0,0.5193148278401158,3,3,2,1.00000000000000,4,736
736,927,0.7015074539851753,0.2990755392687599,0.6849337886233031,0.0,0.2995344130019569,3,3,2,1.00000000000000,3,507
507,927,0.149079703506288,0.7068376780211544,0.6849337886233031,0.0,0.8869944214068826,3,3,2,1.00000000000000,2,764
764,927,0.2699258765719997,0.4762222037144998,0.6849337886233031,0.0,0.6316796295400675,3,3,2,1.00000000000000,1,927
127,919,0.1041892229532772,0.6643624552344466,0.0949446156408761,0.0010827017573082,0.6633441747215799,3,3,2,1.00000000000000,8,66
66,919,0.311235112850837,0.2301157658032814,0.0949446156408761,0.0010827017573082,0.31502019555834665,3,3,2,1.00000000000000,7,126
126,919,0.2755059548596651,0.1459981677354876,0.0949446156408761,0.0010827017573082,0.23152297834157948,3,3,2,1.00000000000000,6,236
